Time[s]	Pressure[mbar]	Position_smooth_splines [deg]	Velocity[deg\s]	Aceleration[deg\s2]	Position_original [deg]
0.0176	0.026648	0.0033223092	0.39266268	24.888939	0.016718
0.01765	0.093266	0.0033419734	0.39390749	24.90359	0.016718
0.0177	0.039971	0.0033616999	0.39515304	24.918241	0.016718
0.01775	0.013324	0.0033814887	0.39639932	24.932892	0.016718
0.0178	-0.013324	0.0034013399	0.39764633	24.947543	0.016718
0.01785	0.079943	0.0034212534	0.39889407	24.962194	0.016718
0.0179	0.053295	0.0034412293	0.40014255	24.976844	0.016718
0.01795	-0.013324	0.0034612677	0.40139176	24.991495	0.016718
0.018	-0.079943	0.0034813685	0.4026417	25.006146	0.016718
0.01805	0	0.0035015318	0.40389237	25.020797	0.017912
0.0181	0.093266	0.0035217577	0.40514378	25.035448	0.017912
0.01815	0.039971	0.0035420462	0.40639592	25.050099	0.017912
0.0182	0	0.0035623973	0.40764879	25.06475	0.017912
0.01825	-0.026648	0.0035828111	0.40890239	25.079401	0.017912
0.0183	-0.013324	0.0036032876	0.41015673	25.094052	0.017912
0.01835	0.053295	0.0036238268	0.4114118	25.108703	0.017912
0.0184	0.066619	0.0036444288	0.4126676	25.123354	0.017912
0.01845	-0.039971	0.0036650936	0.41392413	25.138004	0.017912
0.0185	0	0.0036858212	0.4151814	25.152655	0.017912
0.01855	0.066619	0.0037066117	0.4164394	25.167306	0.017912
0.0186	0.053295	0.0037274652	0.41769813	25.181957	0.017912
0.01865	0.039971	0.0037483815	0.41895759	25.196608	0.017912
0.0187	-0.093266	0.0037693609	0.42021779	25.211259	0.017912
0.01875	0.026648	0.0037904033	0.42147872	25.22591	0.017912
0.0188	0.079943	0.0038115088	0.42274038	25.240561	0.017912
0.01885	-0.093266	0.0038326774	0.42400278	25.255212	0.017912
0.0189	0.026648	0.0038539091	0.4252659	25.269863	0.019107
0.01895	-0.039971	0.003875204	0.42652976	25.284513	0.019107
0.019	0.093266	0.0038965621	0.42779435	25.299164	0.019107
0.01905	0.026648	0.0039179834	0.42905968	25.313815	0.019107
0.0191	-0.013324	0.0039394681	0.43032574	25.328466	0.019107
0.01915	-0.093266	0.003961016	0.43159253	25.343117	0.019107
0.0192	0	0.0039826273	0.43286005	25.357768	0.019107
0.01925	0.093266	0.004004302	0.4341283	25.372419	0.019107
0.0193	0.026648	0.0040260402	0.43539729	25.38707	0.019107
0.01935	0.053295	0.0040478418	0.43666701	25.401721	0.019107
0.0194	-0.026648	0.0040697069	0.43793746	25.416372	0.019107
0.01945	0.013324	0.0040916355	0.43920865	25.431023	0.019107
0.0195	0.119914	0.0041136278	0.44048056	25.445673	0.019107
0.01955	0.013324	0.0041356836	0.44175321	25.460324	0.019107
0.0196	-0.053295	0.0041578031	0.4430266	25.474975	0.019107
0.01965	0.026648	0.0041799863	0.44430071	25.489626	0.019107
0.0197	0.066619	0.0042022332	0.44557556	25.504277	0.019107
0.01975	0.053295	0.0042245439	0.44685114	25.518928	0.019107
0.0198	0.039971	0.0042469183	0.44812745	25.533579	0.020301
0.01985	-0.10659	0.0042693566	0.4494045	25.54823	0.020301
0.0199	0	0.0042918588	0.45068227	25.562881	0.020301
0.01995	0.026648	0.0043144248	0.45196078	25.577532	0.020301
0.02	0.066619	0.0043370549	0.45324003	25.592182	0.020301
0.02005	0.013324	0.0043597489	0.45452	25.606833	0.020301
0.0201	-0.026648	0.0043825069	0.45580071	25.621484	0.020301
0.02015	0.093266	0.0044053289	0.45708215	25.636135	0.020301
